DeviceSN	10030
LaserWavelength_nm	785
Exposure_ms	250
GainMultiplier	1
LaserCurrent_mA	250
LaserPower_mW	125.926071
RepetitionCount	10
Tags	
400	1.19605601
402	1.23999095
404	1.20914137
406	1.08440256
408	0.963559985
410	0.889298856
412	0.829548836
414	0.786415756
416	0.760099053
418	0.739296675
420	0.701577544
422	0.630652785
424	0.567806602
426	0.540536046
428	0.525866568
430	0.523198962
432	0.541281223
434	0.575374365
436	0.615788221
438	0.670154095
440	0.702055812
442	0.696567714
444	0.681720734
446	0.662960649
448	0.617030203
450	0.554548442
452	0.512005031
454	0.479594499
456	0.456058055
458	0.443851978
460	0.436110884
462	0.433419138
464	0.439433634
466	0.451448143
468	0.461093843
470	0.472975254
472	0.479149818
474	0.473232627
476	0.462313503
478	0.449499846
480	0.431702107
482	0.418420732
484	0.422627091
486	0.439552516
488	0.4607777
490	0.486139178
492	0.519267678
494	0.539829373
496	0.545033336
498	0.548280001
500	0.547713876
502	0.536312342
504	0.526636899
506	0.529112756
508	0.538021922
510	0.550089121
512	0.570308208
514	0.603531718
516	0.651420355
518	0.737580597
520	0.829858124
522	0.899010837
524	0.952153385
526	0.964612186
528	0.925189614
530	0.877102911
532	0.863775492
534	0.860939026
536	0.856725037
538	0.853718281
540	0.856535137
542	0.865365446
544	0.88385725
546	0.906781912
548	0.929542243
550	0.957193255
552	0.972709596
554	0.965366244
556	0.939285219
558	0.89500618
560	0.803112745
562	0.706029296
564	0.650842667
566	0.611353219
568	0.589128375
570	0.583070397
572	0.587126791
574	0.601459444
576	0.640784681
578	0.689316213
580	0.744556129
582	0.801353097
584	0.81388396
586	0.781588614
588	0.729739666
590	0.671635747
592	0.606801748
594	0.566846132
596	0.551679194
598	0.537399352
600	0.529091001
602	0.525140524
604	0.523181617
606	0.52146858
608	0.523877382
610	0.529654801
612	0.549228907
614	0.574802637
616	0.590314627
618	0.606460035
620	0.627448916
622	0.650385141
624	0.679395795
626	0.718855798
628	0.781838536
630	0.859306157
632	0.955726743
634	1.06626534
636	1.14418495
638	1.20375061
640	1.24167633
642	1.21266329
644	1.10458744
646	0.986648142
648	0.856492162
650	0.718478084
652	0.618459165
654	0.54107666
656	0.486795753
658	0.446266204
660	0.413093358
662	0.392063528
664	0.374629021
666	0.359885156
668	0.34980455
670	0.343639374
672	0.345059633
674	0.363835782
676	0.383252561
678	0.383194983
680	0.37150836
682	0.359329224
684	0.343342841
686	0.329600662
688	0.32288149
690	0.315645248
692	0.31793648
694	0.330749601
696	0.339868039
698	0.343576312
700	0.348406941
702	0.34843415
704	0.339776069
706	0.3265284
708	0.317473829
710	0.307990849
712	0.30143106
714	0.296680063
716	0.290263444
718	0.291258931
720	0.295975655
722	0.299103916
724	0.29636386
726	0.289296776
728	0.292075515
730	0.310016513
732	0.327025294
734	0.335670531
736	0.341173947
738	0.342637599
740	0.328551233
742	0.304065526
744	0.284330666
746	0.267784983
748	0.256518245
750	0.241918474
752	0.225061908
754	0.218364328
756	0.216098115
758	0.21422933
760	0.209479079
762	0.20438008
764	0.204016626
766	0.200590134
768	0.195778221
770	0.191055611
772	0.187306091
774	0.18677099
776	0.186960801
778	0.188003242
780	0.191583261
782	0.195208371
784	0.196972653
786	0.198546857
788	0.199591413
790	0.20145236
792	0.205007404
794	0.20702064
796	0.206378862
798	0.204488546
800	0.205108047
802	0.208071798
804	0.210899204
806	0.217499793
808	0.228734046
810	0.246735588
812	0.263648242
814	0.27141127
816	0.278014719
818	0.291079372
820	0.315534949
822	0.344813704
824	0.376836926
826	0.412563145
828	0.442964017
830	0.469560266
832	0.499247819
834	0.537848055
836	0.590602994
838	0.6635167
840	0.77408278
842	0.922868669
844	1.18433261
846	1.49319601
848	1.61437559
850	1.64074075
852	1.62349308
854	1.38852167
856	1.01701617
858	0.790060341
860	0.632359922
862	0.542698205
864	0.502797961
866	0.479058117
868	0.460736215
870	0.443109304
872	0.421760112
874	0.393208683
876	0.364088595
878	0.341177046
880	0.319215775
882	0.3005445
884	0.283988208
886	0.274464577
888	0.273774713
890	0.275363773
892	0.275866985
894	0.276897848
896	0.282881021
898	0.301071495
900	0.327960253
902	0.357630312
904	0.397938699
906	0.444101095
908	0.502549708
910	0.549046218
912	0.566146433
914	0.57747519
916	0.604729593
918	0.682912052
920	0.747086942
922	0.759020686
924	0.752518296
926	0.712570131
928	0.597202659
930	0.500664473
932	0.442483515
934	0.406793684
